show_id,duration,type_id
s2728,1 Season,2
s2729,131 min,1
s2730,126 min,1
s2731,192 min,1
s2732,209 min,1
s2733,187 min,1
s2734,138 min,1
s2735,185 min,1
s2736,143 min,1
s2737,3 Seasons,2
s2738,97 min,1
s2739,172 min,1
s2740,3 Seasons,2
s2741,6 Seasons,2
s2742,103 min,1
s2743,2 Seasons,2
s2744,1 Season,2
s2745,83 min,1
s2746,107 min,1
s2747,3 Seasons,2
s2748,114 min,1
s2749,2 Seasons,2
s2750,93 min,1
s2751,85 min,1
s2752,1 Season,2
s2753,1 Season,2
s2754,85 min,1
s2755,131 min,1
s2756,101 min,1
s2757,107 min,1
s2758,84 min,1
s2759,104 min,1
s2760,1 Season,2
s2761,160 min,1
s2762,1 Season,2
s2763,103 min,1
s2764,46 min,1
s2765,2 Seasons,2
s2766,1 Season,2
s2767,112 min,1
s2768,3 Seasons,2
s2769,83 min,1
s2770,72 min,1
s2771,24 min,1
s2772,104 min,1
s2773,1 Season,2
s2774,72 min,1
s2775,2 Seasons,2
s2776,113 min,1
s2777,21 min,1
s2778,1 Season,2
s2779,100 min,1
s2780,108 min,1
s2781,99 min,1
s2782,104 min,1
s2783,70 min,1
s2784,1 Season,2
s2785,1 Season,2
s2786,2 Seasons,2
s2787,93 min,1
s2788,2 Seasons,2
s2789,2 Seasons,2
s2790,95 min,1
s2791,4 Seasons,2
s2792,1 Season,2
s2793,1 Season,2
s2794,1 Season,2
s2795,1 Season,2
s2796,1 Season,2
s2797,109 min,1
s2798,1 Season,2
s2799,91 min,1
s2800,75 min,1
s2801,100 min,1
s2802,95 min,1
s2803,1 Season,2
s2804,113 min,1
s2805,1 Season,2
s2806,91 min,1
s2807,62 min,1
s2808,1 Season,2
s2809,1 Season,2
s2810,93 min,1
s2811,135 min,1
s2812,23 min,1
s2813,23 min,1
s2814,1 Season,2
s2815,23 min,1
s2816,101 min,1
s2817,1 Season,2
s2818,98 min,1
s2819,1 Season,2
s2820,103 min,1
s2821,106 min,1
s2822,2 Seasons,2
s2823,95 min,1
s2824,132 min,1
s2825,1 Season,2
s2826,2 Seasons,2
s2827,3 Seasons,2
s2828,1 Season,2
s2829,82 min,1
s2830,71 min,1
s2831,16 min,1
s2832,104 min,1
s2833,79 min,1
s2834,120 min,1
s2835,82 min,1
s2836,115 min,1
s2837,111 min,1
s2838,110 min,1
s2839,2 Seasons,2
s2840,121 min,1
s2841,162 min,1
s2842,1 Season,2
s2843,108 min,1
s2844,186 min,1
s2845,116 min,1
s2846,154 min,1
s2847,4 Seasons,2
s2848,105 min,1
s2849,71 min,1
s2850,61 min,1
s2851,133 min,1
s2852,98 min,1
s2853,119 min,1
s2854,61 min,1
s2855,1 Season,2
s2856,3 Seasons,2
s2857,130 min,1
s2858,1 Season,2
s2859,11 min,1
s2860,87 min,1
s2861,127 min,1
s2862,87 min,1
s2863,88 min,1
s2864,158 min,1
s2865,82 min,1
s2866,93 min,1
s2867,90 min,1
s2868,109 min,1
s2869,2 Seasons,2
s2870,72 min,1
s2871,1 Season,2
s2872,1 Season,2
s2873,1 Season,2
s2874,162 min,1
s2875,2 Seasons,2
s2876,1 Season,2
s2877,98 min,1
s2878,1 Season,2
s2879,103 min,1
s2880,97 min,1
s2881,1 Season,2
s2882,94 min,1
s2883,101 min,1
s2884,1 Season,2
s2885,138 min,1
s2886,109 min,1
s2887,50 min,1
s2888,110 min,1
s2889,1 Season,2
s2890,92 min,1
s2891,1 Season,2
s2892,1 Season,2
s2893,1 Season,2
s2894,1 Season,2
s2895,1 Season,2
s2896,120 min,1
s2897,101 min,1
s2898,116 min,1
s2899,117 min,1
s2900,95 min,1
s2901,1 Season,2
s2902,93 min,1
s2903,1 Season,2
s2904,122 min,1
s2905,102 min,1
s2906,96 min,1
s2907,1 Season,2
s2908,93 min,1
s2909,93 min,1
s2910,72 min,1
s2911,1 Season,2
s2912,87 min,1
s2913,95 min,1
s2914,33 min,1
s2915,113 min,1
s2916,118 min,1
s2917,171 min,1
s2918,1 Season,2
s2919,100 min,1
s2920,103 min,1
s2921,1 Season,2
s2922,2 Seasons,2
s2923,1 Season,2
s2924,1 Season,2
s2925,86 min,1
s2926,102 min,1
s2927,2 Seasons,2
s2928,81 min,1
s2929,101 min,1
s2930,73 min,1
s2931,96 min,1
s2932,4 Seasons,2
s2933,106 min,1
s2934,88 min,1
s2935,103 min,1
s2936,139 min,1
s2937,89 min,1
s2938,2 Seasons,2
s2939,2 Seasons,2
s2940,104 min,1
s2941,124 min,1
s2942,1 Season,2
s2943,1 Season,2
s2944,112 min,1
s2945,1 Season,2
s2946,1 Season,2
s2947,70 min,1
s2948,8 Seasons,2
s2949,1 Season,2
s2950,106 min,1
s2951,97 min,1
s2952,106 min,1
s2953,60 min,1
s2954,3 Seasons,2
s2955,148 min,1
s2956,122 min,1
s2957,86 min,1
s2958,193 min,1
s2959,1 Season,2
s2960,1 Season,2
s2961,92 min,1
s2962,94 min,1
s2963,5 Seasons,2
s2964,82 min,1
s2965,59 min,1
s2966,1 Season,2
s2967,1 Season,2
s2968,1 Season,2
s2969,89 min,1
s2970,176 min,1
s2971,116 min,1
s2972,2 Seasons,2
s2973,86 min,1
s2974,93 min,1
s2975,1 Season,2
s2976,85 min,1
s2977,2 Seasons,2
s2978,1 Season,2
s2979,62 min,1
s2980,1 Season,2
s2981,1 Season,2
s2982,112 min,1
s2983,1 Season,2
s2984,1 Season,2
s2985,1 Season,2
s2986,121 min,1
s2987,133 min,1
s2988,76 min,1
s2989,82 min,1
s2990,156 min,1
s2991,90 min,1
s2992,1 Season,2
s2993,2 Seasons,2
s2994,1 Season,2
s2995,8 Seasons,2
s2996,97 min,1
s2997,51 min,1
s2998,1 Season,2
s2999,2 Seasons,2
s3000,1 Season,2
s3001,1 Season,2
s3002,1 Season,2
s3003,98 min,1
s3004,61 min,1
s3005,116 min,1
s3006,1 Season,2
s3007,132 min,1
s3008,17 min,1
s3009,91 min,1
s3010,121 min,1
s3011,1 Season,2
s3012,4 Seasons,2
s3013,1 Season,2
s3014,2 Seasons,2
s3015,78 min,1
s3016,1 Season,2
s3017,95 min,1
s3018,86 min,1
s3019,132 min,1
s3020,107 min,1
s3021,1 Season,2
s3022,122 min,1
s3023,95 min,1
s3024,108 min,1
s3025,1 Season,2
s3026,99 min,1
s3027,103 min,1
s3028,66 min,1
s3029,1 Season,2
s3030,132 min,1
s3031,1 Season,2
s3032,56 min,1
s3033,128 min,1
s3034,1 Season,2
s3035,1 Season,2
s3036,4 Seasons,2
s3037,1 Season,2
s3038,1 Season,2
s3039,119 min,1
s3040,2 Seasons,2
s3041,1 Season,2
s3042,97 min,1
s3043,1 Season,2
s3044,92 min,1
s3045,102 min,1
s3046,1 Season,2
s3047,90 min,1
s3048,3 Seasons,2
s3049,129 min,1
s3050,1 Season,2
s3051,1 Season,2
s3052,106 min,1
s3053,1 Season,2
s3054,1 Season,2
s3055,105 min,1
s3056,1 Season,2
s3057,1 Season,2
s3058,78 min,1
s3059,79 min,1
s3060,78 min,1
s3061,145 min,1
s3062,71 min,1
s3063,83 min,1
s3064,1 Season,2
s3065,81 min,1
s3066,1 Season,2
s3067,2 Seasons,2
s3068,1 Season,2
s3069,119 min,1
s3070,98 min,1
s3071,102 min,1
s3072,1 Season,2
s3073,88 min,1
s3074,97 min,1
s3075,1 Season,2
s3076,1 Season,2
s3077,1 Season,2
s3078,110 min,1
s3079,85 min,1
s3080,1 Season,2
s3081,90 min,1
s3082,89 min,1
s3083,3 Seasons,2
s3084,1 Season,2
s3085,1 Season,2
s3086,2 Seasons,2
s3087,2 Seasons,2
s3088,1 Season,2
s3089,1 Season,2
s3090,120 min,1
s3091,102 min,1
s3092,73 min,1
s3093,1 Season,2
s3094,103 min,1
s3095,79 min,1
s3096,1 Season,2
s3097,2 Seasons,2
s3098,97 min,1
s3099,91 min,1
s3100,96 min,1
s3101,103 min,1
s3102,95 min,1
s3103,83 min,1
s3104,2 Seasons,2
s3105,117 min,1
s3106,70 min,1
s3107,2 Seasons,2
s3108,90 min,1
s3109,6 Seasons,2
s3110,86 min,1
s3111,86 min,1
s3112,1 Season,2
s3113,113 min,1
s3114,82 min,1
s3115,141 min,1
s3116,107 min,1
s3117,126 min,1
s3118,1 Season,2
s3119,25 min,1
s3120,1 Season,2
s3121,2 Seasons,2
s3122,1 Season,2
s3123,1 Season,2
s3124,63 min,1
s3125,136 min,1
s3126,120 min,1
s3127,134 min,1
s3128,1 Season,2
s3129,2 Seasons,2
s3130,1 Season,2
s3131,1 Season,2
s3132,185 min,1
s3133,174 min,1
s3134,169 min,1
s3135,148 min,1
s3136,135 min,1
s3137,135 min,1
s3138,1 Season,2
s3139,89 min,1
s3140,119 min,1
s3141,98 min,1
s3142,135 min,1
s3143,185 min,1
s3144,156 min,1
s3145,104 min,1
s3146,139 min,1
s3147,2 Seasons,2
s3148,140 min,1
s3149,3 Seasons,2
s3150,154 min,1
s3151,129 min,1
s3152,99 min,1
s3153,100 min,1
s3154,110 min,1
s3155,107 min,1
s3156,95 min,1
s3157,89 min,1
s3158,65 min,1
s3159,143 min,1
s3160,101 min,1
s3161,60 min,1
s3162,29 min,1
s3163,92 min,1
s3164,172 min,1
s3165,97 min,1
s3166,1 Season,2
s3167,108 min,1
s3168,107 min,1
s3169,5 Seasons,2
s3170,137 min,1
s3171,106 min,1
s3172,115 min,1
s3173,46 min,1
s3174,1 Season,2
s3175,2 Seasons,2
s3176,1 Season,2
s3177,1 Season,2
s3178,1 Season,2
s3179,92 min,1
s3180,93 min,1
s3181,85 min,1
s3182,24 min,1
s3183,1 Season,2
s3184,2 Seasons,2
s3185,1 Season,2
s3186,1 Season,2
s3187,56 min,1
s3188,1 Season,2
s3189,86 min,1
s3190,127 min,1
s3191,93 min,1
s3192,94 min,1
s3193,4 Seasons,2
s3194,120 min,1
s3195,108 min,1
s3196,135 min,1
s3197,111 min,1
s3198,134 min,1
s3199,137 min,1
s3200,2 Seasons,2
s3201,103 min,1
s3202,133 min,1
s3203,95 min,1
s3204,126 min,1
s3205,1 Season,2
s3206,67 min,1
s3207,135 min,1
s3208,106 min,1
s3209,2 Seasons,2
s3210,107 min,1
s3211,81 min,1
s3212,107 min,1
s3213,2 Seasons,2
s3214,118 min,1
s3215,110 min,1
s3216,104 min,1
s3217,1 Season,2
s3218,93 min,1
s3219,94 min,1
s3220,1 Season,2
s3221,1 Season,2
s3222,1 Season,2
s3223,1 Season,2
s3224,137 min,1
s3225,134 min,1
s3226,69 min,1
s3227,106 min,1
s3228,209 min,1
s3229,86 min,1
s3230,24 min,1
s3231,2 Seasons,2
s3232,46 min,1
s3233,1 Season,2
s3234,117 min,1
s3235,87 min,1
s3236,121 min,1
s3237,1 Season,2
s3238,97 min,1
s3239,1 Season,2
s3240,121 min,1
s3241,56 min,1
s3242,2 Seasons,2
s3243,1 Season,2
s3244,1 Season,2
s3245,119 min,1
s3246,1 Season,2
s3247,3 Seasons,2
s3248,8 Seasons,2
s3249,93 min,1
s3250,1 Season,2
s3251,86 min,1
s3252,134 min,1
s3253,1 Season,2
s3254,28 min,1
s3255,131 min,1
s3256,1 Season,2
s3257,78 min,1
s3258,1 Season,2
s3259,1 Season,2
s3260,93 min,1
s3261,84 min,1
s3262,107 min,1
s3263,101 min,1
s3264,1 Season,2
s3265,107 min,1
s3266,74 min,1
s3267,60 min,1
s3268,143 min,1
s3269,105 min,1
s3270,1 Season,2
s3271,1 Season,2
s3272,2 Seasons,2
s3273,110 min,1
s3274,98 min,1
s3275,1 Season,2
s3276,2 Seasons,2
s3277,1 Season,2
s3278,1 Season,2
s3279,74 min,1
s3280,1 Season,2
s3281,46 min,1
s3282,1 Season,2
s3283,3 Seasons,2
s3284,2 Seasons,2
s3285,1 Season,2
s3286,54 min,1
s3287,1 Season,2
s3288,1 Season,2
s3289,2 Seasons,2
s3290,59 min,1
s3291,100 min,1
s3292,1 Season,2
s3293,88 min,1
s3294,3 Seasons,2
s3295,1 Season,2
s3296,1 Season,2
s3297,93 min,1
s3298,94 min,1
s3299,2 Seasons,2
s3300,121 min,1
s3301,78 min,1
s3302,1 Season,2
s3303,116 min,1
s3304,87 min,1
s3305,2 Seasons,2
s3306,61 min,1
s3307,2 Seasons,2
s3308,98 min,1
s3309,123 min,1
s3310,85 min,1
s3311,3 Seasons,2
s3312,78 min,1
s3313,103 min,1
s3314,1 Season,2
s3315,44 min,1
s3316,68 min,1
s3317,1 Season,2
s3318,68 min,1
s3319,69 min,1
s3320,81 min,1
s3321,69 min,1
s3322,68 min,1
s3323,68 min,1
s3324,86 min,1
s3325,40 min,1
s3326,3 Seasons,2
s3327,94 min,1
s3328,1 Season,2
s3329,1 Season,2
s3330,90 min,1
s3331,4 Seasons,2
s3332,112 min,1
s3333,101 min,1
s3334,2 Seasons,2
s3335,119 min,1
s3336,40 min,1
s3337,2 Seasons,2
s3338,86 min,1
s3339,92 min,1
s3340,2 Seasons,2
s3341,1 Season,2
s3342,2 Seasons,2
s3343,1 Season,2
s3344,91 min,1
s3345,2 Seasons,2
s3346,3 Seasons,2
s3347,36 min,1
s3348,141 min,1
s3349,107 min,1
s3350,97 min,1
s3351,24 min,1
s3352,1 Season,2
s3353,1 Season,2
s3354,89 min,1
s3355,65 min,1
s3356,2 Seasons,2
s3357,1 Season,2
s3358,1 Season,2
s3359,1 Season,2
s3360,126 min,1
s3361,1 Season,2
s3362,1 Season,2
s3363,63 min,1
s3364,1 Season,2
s3365,14 min,1
s3366,28 min,1
s3367,20 min,1
s3368,1 Season,2
s3369,1 Season,2
s3370,6 Seasons,2
s3371,1 Season,2
s3372,106 min,1
s3373,118 min,1
s3374,1 Season,2
s3375,127 min,1
s3376,1 Season,2
s3377,61 min,1
s3378,1 Season,2
s3379,1 Season,2
s3380,86 min,1
s3381,94 min,1
s3382,1 Season,2
s3383,1 Season,2
s3384,82 min,1
s3385,92 min,1
s3386,1 Season,2
s3387,52 min,1
s3388,108 min,1
s3389,67 min,1
s3390,91 min,1
s3391,66 min,1
s3392,118 min,1
s3393,87 min,1
s3394,1 Season,2
s3395,47 min,1
s3396,56 min,1
s3397,61 min,1
s3398,34 min,1
s3399,98 min,1
s3400,99 min,1
s3401,1 Season,2
s3402,2 Seasons,2
s3403,95 min,1
s3404,1 Season,2
s3405,1 Season,2
s3406,100 min,1
s3407,2 Seasons,2
s3408,101 min,1
s3409,86 min,1
s3410,96 min,1
s3411,2 Seasons,2
s3412,99 min,1
s3413,112 min,1
s3414,127 min,1
s3415,2 Seasons,2
s3416,1 Season,2
s3417,1 Season,2
s3418,22 min,1
s3419,78 min,1
s3420,63 min,1
s3421,1 Season,2
s3422,97 min,1
s3423,86 min,1
s3424,1 Season,2
s3425,62 min,1
s3426,96 min,1
s3427,1 Season,2
s3428,104 min,1
s3429,123 min,1
s3430,100 min,1
s3431,2 Seasons,2
s3432,99 min,1
s3433,151 min,1
s3434,2 Seasons,2
s3435,102 min,1
s3436,1 Season,2
s3437,154 min,1
s3438,1 Season,2
s3439,106 min,1
s3440,87 min,1
s3441,1 Season,2
s3442,70 min,1
s3443,46 min,1
s3444,101 min,1
s3445,1 Season,2
s3446,1 Season,2
s3447,109 min,1
s3448,100 min,1
s3449,110 min,1
s3450,2 Seasons,2
s3451,102 min,1
s3452,102 min,1
s3453,5 Seasons,2
s3454,1 Season,2
s3455,2 Seasons,2
s3456,3 Seasons,2
s3457,24 min,1
s3458,1 Season,2
s3459,1 Season,2
s3460,98 min,1
s3461,76 min,1
s3462,1 Season,2
s3463,1 Season,2
s3464,1 Season,2
s3465,1 Season,2
s3466,90 min,1
s3467,1 Season,2
s3468,1 Season,2
s3469,59 min,1
s3470,58 min,1
s3471,1 Season,2
s3472,64 min,1
s3473,79 min,1
s3474,1 Season,2
s3475,1 Season,2
s3476,81 min,1
s3477,81 min,1
s3478,5 Seasons,2
s3479,64 min,1
s3480,45 min,1
s3481,90 min,1
s3482,1 Season,2
s3483,102 min,1
s3484,3 Seasons,2
s3485,116 min,1
s3486,42 min,1
s3487,133 min,1
s3488,108 min,1
s3489,1 Season,2
s3490,2 Seasons,2
s3491,38 min,1
s3492,3 Seasons,2
s3493,146 min,1
s3494,146 min,1
s3495,106 min,1
s3496,58 min,1
s3497,152 min,1
s3498,87 min,1
s3499,121 min,1
s3500,1 Season,2
s3501,83 min,1
s3502,1 Season,2
s3503,1 Season,2
s3504,1 Season,2
s3505,2 Seasons,2
s3506,1 Season,2
s3507,1 Season,2
s3508,111 min,1
s3509,24 min,1
s3510,171 min,1
s3511,1 Season,2
s3512,88 min,1
s3513,76 min,1
s3514,64 min,1
s3515,94 min,1
s3516,1 Season,2
s3517,157 min,1
s3518,83 min,1
s3519,65 min,1
s3520,1 Season,2
s3521,105 min,1
s3522,1 Season,2
s3523,107 min,1
s3524,103 min,1
s3525,1 Season,2
s3526,1 Season,2
s3527,1 Season,2
s3528,1 Season,2
s3529,67 min,1
s3530,96 min,1
s3531,125 min,1
s3532,142 min,1
s3533,133 min,1
s3534,100 min,1
s3535,1 Season,2
s3536,10 min,1
s3537,128 min,1
s3538,93 min,1
s3539,81 min,1
s3540,1 Season,2
s3541,3 Seasons,2
s3542,9 Seasons,2
s3543,82 min,1
s3544,1 Season,2
s3545,47 min,1
s3546,95 min,1
s3547,1 Season,2
s3548,84 min,1
s3549,91 min,1
s3550,102 min,1
s3551,1 Season,2
s3552,1 Season,2
s3553,1 Season,2
s3554,3 Seasons,2
s3555,100 min,1
s3556,98 min,1
s3557,110 min,1
s3558,85 min,1
s3559,2 Seasons,2
s3560,66 min,1
s3561,92 min,1
s3562,3 Seasons,2
s3563,2 Seasons,2
s3564,133 min,1
s3565,135 min,1
s3566,120 min,1
s3567,118 min,1
s3568,110 min,1
s3569,98 min,1
s3570,98 min,1
s3571,98 min,1
s3572,1 Season,2
s3573,104 min,1
s3574,63 min,1
s3575,52 min,1
s3576,1 Season,2
s3577,1 Season,2
s3578,1 Season,2
s3579,1 Season,2
s3580,1 Season,2
s3581,72 min,1
s3582,2 Seasons,2
s3583,117 min,1
s3584,100 min,1
s3585,24 min,1
s3586,1 Season,2
s3587,86 min,1
s3588,1 Season,2
s3589,1 Season,2
s3590,2 Seasons,2
s3591,1 Season,2
s3592,69 min,1
s3593,1 Season,2
s3594,119 min,1
s3595,123 min,1
s3596,93 min,1
s3597,109 min,1
s3598,2 Seasons,2
s3599,1 Season,2
s3600,66 min,1
s3601,3 Seasons,2
s3602,5 Seasons,2
s3603,107 min,1
s3604,46 min,1
s3605,1 Season,2
s3606,1 Season,2
s3607,1 Season,2
s3608,1 Season,2
s3609,5 Seasons,2
s3610,1 Season,2
s3611,1 Season,2
s3612,1 Season,2
s3613,1 Season,2
s3614,1 Season,2
s3615,1 Season,2
s3616,1 Season,2
s3617,117 min,1
s3618,67 min,1
s3619,114 min,1
s3620,67 min,1
s3621,77 min,1
s3622,105 min,1
s3623,63 min,1
s3624,59 min,1
s3625,2 Seasons,2
s3626,102 min,1
s3627,81 min,1
s3628,1 Season,2
s3629,84 min,1
s3630,101 min,1
s3631,116 min,1
s3632,177 min,1
s3633,1 Season,2
s3634,2 Seasons,2
s3635,130 min,1
s3636,59 min,1
s3637,1 Season,2
s3638,111 min,1
s3639,100 min,1
s3640,77 min,1
s3641,2 Seasons,2
s3642,93 min,1
s3643,1 Season,2
s3644,114 min,1
s3645,3 Seasons,2
s3646,58 min,1
s3647,56 min,1
s3648,110 min,1
s3649,98 min,1
s3650,106 min,1
s3651,102 min,1
s3652,1 Season,2
s3653,81 min,1
s3654,6 Seasons,2
s3655,3 Seasons,2
s3656,1 Season,2
s3657,1 Season,2
s3658,98 min,1
s3659,136 min,1
s3660,3 Seasons,2
s3661,1 Season,2
s3662,161 min,1
s3663,32 min,1
s3664,1 Season,2
s3665,1 Season,2
s3666,1 Season,2
s3667,1 Season,2
s3668,2 Seasons,2
s3669,105 min,1
s3670,3 Seasons,2
s3671,106 min,1
s3672,1 Season,2
s3673,90 min,1
s3674,1 Season,2
s3675,1 Season,2
s3676,87 min,1
s3677,91 min,1
s3678,1 Season,2
s3679,106 min,1
s3680,65 min,1
s3681,3 Seasons,2
s3682,105 min,1
s3683,1 Season,2
s3684,40 min,1
s3685,2 Seasons,2
s3686,3 Seasons,2
s3687,1 Season,2
s3688,2 Seasons,2
s3689,1 Season,2
s3690,1 Season,2
s3691,1 Season,2
s3692,1 Season,2
s3693,2 Seasons,2
s3694,66 min,1
s3695,1 Season,2
s3696,1 Season,2
s3697,1 Season,2
s3698,61 min,1
s3699,122 min,1
s3700,141 min,1
s3701,2 Seasons,2
s3702,176 min,1
s3703,3 Seasons,2
s3704,73 min,1
s3705,1 Season,2
s3706,2 Seasons,2
s3707,87 min,1
s3708,2 Seasons,2
s3709,3 Seasons,2
s3710,15 min,1
s3711,1 Season,2
s3712,55 min,1
s3713,141 min,1
s3714,122 min,1
s3715,109 min,1
s3716,63 min,1
s3717,2 Seasons,2
s3718,96 min,1
s3719,113 min,1
s3720,1 Season,2
s3721,69 min,1
s3722,2 Seasons,2
s3723,2 Seasons,2
s3724,2 Seasons,2
s3725,1 Season,2
s3726,3 Seasons,2
s3727,2 Seasons,2
s3728,2 Seasons,2
s3729,87 min,1
s3730,116 min,1
s3731,116 min,1
s3732,110 min,1
s3733,122 min,1
s3734,59 min,1
s3735,88 min,1
s3736,91 min,1
s3737,2 Seasons,2
s3738,1 Season,2
s3739,40 min,1
s3740,113 min,1
s3741,90 min,1
s3742,1 Season,2
s3743,1 Season,2
s3744,1 Season,2
s3745,1 Season,2
s3746,1 Season,2
s3747,2 Seasons,2
s3748,95 min,1
s3749,2 Seasons,2
s3750,5 Seasons,2
s3751,1 Season,2
s3752,2 Seasons,2
s3753,3 Seasons,2
s3754,98 min,1
s3755,1 Season,2
s3756,1 Season,2
s3757,61 min,1
s3758,117 min,1
s3759,60 min,1
s3760,142 min,1
s3761,1 Season,2
s3762,74 min,1
s3763,3 Seasons,2
s3764,119 min,1
s3765,114 min,1
s3766,125 min,1
s3767,71 min,1
s3768,110 min,1
s3769,127 min,1
s3770,1 Season,2
s3771,1 Season,2
s3772,118 min,1
s3773,90 min,1
s3774,130 min,1
s3775,5 Seasons,2
s3776,12 min,1
s3777,62 min,1
s3778,3 min,1
s3779,3 Seasons,2
s3780,1 Season,2
s3781,1 Season,2
s3782,114 min,1
s3783,1 Season,2
s3784,128 min,1
s3785,2 Seasons,2
s3786,109 min,1
s3787,109 min,1
s3788,2 Seasons,2
s3789,101 min,1
s3790,1 Season,2
s3791,103 min,1
s3792,98 min,1
s3793,1 Season,2
s3794,123 min,1
s3795,1 Season,2
s3796,38 min,1
s3797,1 Season,2
s3798,101 min,1
s3799,99 min,1
s3800,2 Seasons,2
s3801,91 min,1
s3802,1 Season,2
s3803,30 min,1
s3804,30 min,1
s3805,137 min,1
s3806,66 min,1
s3807,2 Seasons,2
s3808,2 Seasons,2
s3809,1 Season,2
s3810,70 min,1
s3811,87 min,1
s3812,88 min,1
s3813,1 Season,2
s3814,90 min,1
s3815,84 min,1
s3816,53 min,1
s3817,87 min,1
s3818,2 Seasons,2
s3819,90 min,1
s3820,96 min,1
s3821,94 min,1
s3822,1 Season,2
s3823,108 min,1
s3824,1 Season,2
s3825,1 Season,2
s3826,102 min,1
s3827,1 Season,2
s3828,61 min,1
s3829,94 min,1
s3830,70 min,1
s3831,88 min,1
s3832,1 Season,2
s3833,100 min,1
s3834,111 min,1
s3835,128 min,1
s3836,3 Seasons,2
s3837,98 min,1
s3838,1 Season,2
s3839,2 Seasons,2
s3840,1 Season,2
s3841,1 Season,2
s3842,104 min,1
s3843,126 min,1
s3844,1 Season,2
s3845,1 Season,2
s3846,1 Season,2
s3847,1 Season,2
s3848,1 Season,2
s3849,1 Season,2
s3850,1 Season,2
s3851,1 Season,2
s3852,1 Season,2
s3853,1 Season,2
s3854,1 Season,2
s3855,1 Season,2
s3856,1 Season,2
s3857,1 Season,2
s3858,86 min,1
s3859,125 min,1
s3860,40 min,1
s3861,1 Season,2
s3862,2 Seasons,2
s3863,79 min,1
s3864,110 min,1
s3865,1 Season,2
s3866,128 min,1
s3867,110 min,1
s3868,1 Season,2
s3869,116 min,1
s3870,119 min,1
s3871,2 Seasons,2
s3872,90 min,1
s3873,88 min,1
s3874,104 min,1
s3875,140 min,1
s3876,92 min,1
s3877,1 Season,2
s3878,64 min,1
s3879,1 Season,2
s3880,1 Season,2
s3881,1 Season,2
s3882,1 Season,2
s3883,1 Season,2
s3884,1 Season,2
s3885,3 Seasons,2
s3886,119 min,1
s3887,5 Seasons,2
s3888,1 Season,2
s3889,91 min,1
s3890,122 min,1
s3891,125 min,1
s3892,49 min,1
s3893,1 Season,2
s3894,1 Season,2
s3895,168 min,1
s3896,98 min,1
s3897,77 min,1
s3898,1 Season,2
s3899,1 Season,2
s3900,102 min,1
s3901,1 Season,2
s3902,1 Season,2
s3903,2 Seasons,2
s3904,92 min,1
s3905,111 min,1
s3906,113 min,1
s3907,54 min,1
s3908,138 min,1
s3909,123 min,1
s3910,59 min,1
s3911,102 min,1
s3912,141 min,1
s3913,95 min,1
s3914,111 min,1
s3915,131 min,1
s3916,116 min,1
s3917,119 min,1
s3918,146 min,1
s3919,101 min,1
s3920,87 min,1
s3921,4 Seasons,2
s3922,94 min,1
s3923,133 min,1
s3924,135 min,1
s3925,61 min,1
s3926,1 Season,2
s3927,91 min,1
s3928,7 Seasons,2
s3929,1 Season,2
s3930,59 min,1
s3931,91 min,1
s3932,1 Season,2
s3933,131 min,1
s3934,170 min,1
s3935,1 Season,2
s3936,88 min,1
s3937,3 Seasons,2
s3938,2 Seasons,2
s3939,1 Season,2
s3940,170 min,1
s3941,1 Season,2
s3942,1 Season,2
s3943,3 Seasons,2
s3944,8 Seasons,2
s3945,1 Season,2
s3946,92 min,1
s3947,1 Season,2
s3948,59 min,1
s3949,126 min,1
s3950,1 Season,2
s3951,120 min,1
s3952,76 min,1
s3953,60 min,1
s3954,1 Season,2
s3955,103 min,1
s3956,124 min,1
s3957,1 Season,2
s3958,91 min,1
s3959,1 Season,2
s3960,88 min,1
s3961,81 min,1
s3962,1 Season,2
s3963,124 min,1
s3964,102 min,1
s3965,1 Season,2
s3966,3 Seasons,2
s3967,132 min,1
s3968,87 min,1
s3969,1 Season,2
s3970,1 Season,2
s3971,3 Seasons,2
s3972,2 Seasons,2
s3973,75 min,1
s3974,126 min,1
s3975,61 min,1
s3976,126 min,1
s3977,1 Season,2
s3978,108 min,1
s3979,100 min,1
s3980,1 Season,2
s3981,1 Season,2
s3982,1 Season,2
s3983,129 min,1
s3984,71 min,1
s3985,1 Season,2
s3986,108 min,1
s3987,2 Seasons,2
s3988,60 min,1
s3989,1 Season,2
s3990,1 Season,2
s3991,105 min,1
s3992,115 min,1
s3993,118 min,1
s3994,130 min,1
s3995,115 min,1
s3996,69 min,1
s3997,1 Season,2
s3998,97 min,1
s3999,1 Season,2
s4000,61 min,1
s4001,92 min,1
s4002,1 Season,2
s4003,108 min,1
s4004,104 min,1
s4005,65 min,1
s4006,106 min,1
s4007,1 Season,2
s4008,69 min,1
s4009,97 min,1
s4010,80 min,1
s4011,85 min,1
s4012,98 min,1
s4013,1 Season,2
s4014,115 min,1
s4015,2 Seasons,2
s4016,1 Season,2
s4017,1 Season,2
s4018,117 min,1
s4019,132 min,1
s4020,127 min,1
s4021,125 min,1
s4022,128 min,1
s4023,1 Season,2
s4024,1 Season,2
s4025,126 min,1
s4026,58 min,1
s4027,1 Season,2
s4028,1 Season,2
s4029,3 Seasons,2
s4030,1 Season,2
s4031,1 Season,2
s4032,116 min,1
s4033,1 Season,2
s4034,90 min,1
s4035,111 min,1
s4036,1 Season,2
